id,Subject,Type,Status,Assignee,Priority,Team,Work,Total work,Author,Category,Version,Bug Types,Project phase,Project,Parent,Description
1712,Garage_Showroom & Car Customize,Summary task,In progress,"",Normal,Tech Art,"",55.0,Giang Duong Vo Tra,"","","","",VNRacing,User story #341: Visual Customize,""
1718,Implement FX UI496_Carcustomize_Visual_Parts_,Task,Waiting For Approve,Nhu Truong,Normal,Dev,6.5,"",Giang Duong Vo Tra,"","","","",VNRacing,Task #496: UI_Car Customize_Visual_Parts,""
1722,Bổ sung và điều chỉnh Flow chức năng đổi tên nhân vật ,Task,New,"",Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,"Bug #1561: Screen PlayerInfo, chức năng đổi tên nhân vật thiết kế Flow chưa thuận tiện.",""
1726,Setup lại material sơn xe + mâm xe,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1727,Lập/check lại bảng preset màu cho mấy material mới và chuẩn bị API cho bên UI ráp lại ,Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1728,"Sửa lại phần UI để chọn theo preset, khớp vào API",Task,New,"",Normal,Dev,"","",Giang Duong Vo Tra,"","","","",VNRacing,"",""
1729,Phân bổ lại UI về các User Story,Task,New,Phuoc Ho Duc,Normal,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Epic #315: UI,""
1743,Build Version 0.1.0.3896,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3896](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3896/android-0.1.0.3896.zip)

**iOS:**

Cập nhật trên TestFlight
"
1744,Review new build version 0.1.0.3896,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1743: Build Version 0.1.0.3896,"*   **OP#1733 Thêm các map Đông Giang vào các track đua (map DongGiang Sprint bị crash trên iOS)**
    
*   **OP#1721 Cập nhật UI542 Profile\_Checking, thêm button gợi ý tên**
    
*   **OP#1641 Bổ sung lựa chọn vẽ Racing Line trong bảng Debug**
    
*   **OP#1716 Trigger để đổi cổng Start thành bảng finish ở lap 2\_Track Sơn Trà Circuit**
    
*   OP#1710 Implement\_FX\_Achivements
    
*   OP#1719 Implement FX\_Carcusotmize\_Performance (FX Icon,FX Level,FX Stat)
    
*   OP#1687 Fix UI497 CarSelection - Thanh Vector sai design màu (QC1401)
    
*   OP#1688 Fix Sửa UI491 CarCustomize - Sai Font Stat, Sai Size Rating, ShapeIcon thiếu shadow, Size Shape Upgrade (QC1401)
    
*   OP#1690 Chỉnh sửa font, size, shadow, cho các element\_UI510\_QC1401
    
*   OP#1693 Chỉnh sửa font, size, shadow,... cho các element trong UI522 (QC14O1)
    
*   OP#1694 Chỉnh sửa font, size, shadow,... cho các element trong UI528 (QC1401)
    
*   OP#1723 Chỉnh sửa các element trong UI525 theo QC1401 ( Chỉnh lại thanh vector bị dày)
    
*   OP#1686 - Fix MainScreen - Font, màu, chất lượng ảnh icon(QC1401)
    
*   OP#1704 - Fix Font text UI507-TitlePlay\_Loading
    
*   OP#1706 - Fix size card + font + icon UI503 - GameMode\_VnTour\_Selected
    
*   OP#1685 - Fix UI505 Title - BackGround video thấp + Logo Vn thấp (QC1401)
    
*   OP#1718 - Implement FX UI\_Carcustomize\_Visual\_Parts
    
*   OP#1724 - Fix scale screen phù hợp trên nhiều thiết bị (Scale cho CarCustomize Performance)
    
*   **Cập nhật cơ chế sử dụng Ramp**"
1754,MD_Look Dev_ 6 Car parts _Car Customize_ver Sport _MER,Task,Waiting For Approve,Đông Huỳnh,Normal,Model,8.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2022: MD_Package Car Part_Car Customize_Mercedes,""
1755,MD_Look Dev_ 6 Car parts _Car Customize_ver Luxury_MER,Task,Waiting For Approve,Đông Huỳnh,Normal,Model,8.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #2022: MD_Package Car Part_Car Customize_Mercedes,""
1762,Dev_Xử lý sound va chạm với vật thể,Task,Waiting For Approve,Liem Tran,Normal,Dev,2.0,"",Giang Duong Vo Tra,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ",thêm logic spawn sound theo mesh với chỉnh volume theo tốc độ xe
1763,QC UI US 375 : Tôi muốn có nhiều mode chơi (Transit &Anim & FX),Summary task,New,Chi Le Hoang Quynh,Normal,UI/UX,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #498: UI Game Mode,""
1768,Build Version 0.1.0.3933,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3933](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3933/android-0.1.0.3933.zip)

**iOS:**

Cập nhật trên TestFlight
"
1769,Review new build version 0.1.0.3933,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1768: Build Version 0.1.0.3933,"- Cập nhật cơ chế sử dụng Ramp
- OP#641 Sửa lại feedback 1506"
1771,Xe bị giật và bánh xe có hiện tượng rớt ra khỏi xe. Cần kiểm tra phần vật lý xe,Bug,Scheduled,Long Tran,Normal,"","",4.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ","<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1661/content"">Bản build: 3933.

1\. Reproduce &amp; xác nhận điều kiện gây lỗi:

*   Tạo scenario test:
    
    *   Va chạm ở vận tốc cao
        
    *   Giảm FPS (CPU throttle/ lag)
        
*   Xác nhận:
    
    *   Bánh xe vượt quá giới hạn hành trình (suspension travel)
        

2\. Xử lý giới hạn chuyển động bánh xe (Clamp / Constraint fix)

*   Thêm hoặc sửa:
    
    *   Clamp vị trí bánh xe theo trục suspension
        
    *   Giới hạn hành trình bánh xe không vượt quá giá trị thông thường
        
*   Đảm bảo:
    
    *   Sau va chạm mạnh, bánh xe luôn được kéo về phạm vi hợp lệ
        

3.Thêm safeguard sau va chạm

*   Sau mỗi va chạm mạnh:
    
    *   Validate lại vị trí bánh xe
        
    *   Nếu vượt ngưỡng, reset về vị trí hợp lệ gần nhất
        
*   Tránh trường hợp:
    
    *   Lỗi tích lũy (error stacking) sau nhiều va chạm liên tiếp
        
    *   <img class=""op-uc-image op-uc-image_inline"">"
1772,Tụt FPS ở các map chơi in-games,Bug,Specified,Long Tran,Immediate,"","",8.0,Son  Nguyen ,"",W5-6,"","",VNRacing,Epic #382: Levels/Track,"Từ bản build 3933.  
Tụt FPS ở hầu hết các đoạn in Game, Đề xuất phương án giải pháp cụ thể để xử lý.

<br>

Mục tiêu optimize: tải hệ thống ổn định, đạt tối thiểu 45 FPS trên điện thoại tầm thấp A55 và 60 FPS trên điện thoại tầm cao S25"
1773,Shading xe - Ingame ,Bug,In progress,Phu Pham,Normal,"",4.0,13.0,Son  Nguyen ,"","",Graphicals,"",VNRacing,"User story #1777: Tôi muốn có cảm giác thoả mãn về chiếc xe của mình khi bắt đầu đua, Góc máy đẹp - Cinematic scene","*   &nbsp;Build 3933
    
*   Mô tả lỗi: Ở các intro tất cả các track đua, phần xe đang bị tối đen
    
*   Expected Behavior: Xe ánh sáng phù hợp, phản ứng đúng refleection
    
*   System Info: iOS26.2, Iphone16 Plus.
    
*   <img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1547/content""><img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1546/content""><img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/1545/content"">
    

<br>"
1775,Build Version 0.1.0.3959,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3959](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3959/android-0.1.0.3959.zip)

**iOS:**

Cập nhật trên TestFlight
"
1776,Review new build version 0.1.0.3959,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1775: Build Version 0.1.0.3959,- Fix CarPaint Material
1777,"Tôi muốn có cảm giác thoả mãn về chiếc xe của mình khi bắt đầu đua, Góc máy đẹp - Cinematic scene",User story,New,Phuoc Ho Duc,Normal,"","",99.0,Son  Nguyen ,"","","","",VNRacing,Feature #398: Game State,""
1778,Intro Car_Sedan,Task,New,"",Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1433: CARS INTRO,""
1779,Intro Car_VF8,Task,New,"",Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1433: CARS INTRO,""
1780,Intro Car_Mer,Task,New,"",Normal,Tech Art,"","",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1433: CARS INTRO,""
1783,TA_Xử lý tấm AO shadow cho xe,Task,Waiting For Approve,Phu Pham,Normal,Tech Art,1.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Bug #1773: Shading xe - Ingame ,""
1787,Optimize map Hội An,Summary task,In progress,"",Normal,Tech Art,"",45.0,Giang Duong Vo Tra,"","","","",VNRacing,"User story #1280: Là Player, tôi muốn đua xe ở phố cổ Hội An",""
1790,Dev_Tool để đặt collision tự động ,Task,Waiting For Approve,Doi Huynh Van,High,Dev,4.0,"",Giang Duong Vo Tra,"","","","",VNRacing,Summary task #1189: Collision ,""
1791,Build Version 0.1.0.3970,Build ,New,Phuoc Ho Duc,Normal,"","","",Perforce Integration Bot,"","","","",VNRacing,"","Jenkins Build thành công, đường dẫn bản build:

**Android:**

[Tải về Android Build 0.1.0.3970](http://repo.clickstudio.com.vn:9091/repository/racing/client/android/0.1.0.3970/android-0.1.0.3970.zip)

**iOS:**

Cập nhật trên TestFlight
"
1792,Review new build version 0.1.0.3970,Task,New,Phuoc Ho Duc,Normal,Game Design,"","",Perforce Integration Bot,"","","","",VNRacing,Build  #1791: Build Version 0.1.0.3970,- Update map RampTest
1793,Spolier Sport và Luxury xe Merc bị cao trục Z so với Spoiler Basic.,Bug,In specification,Nam Nguyen Ky,Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào chế độ Car Customize, xe Mer
    
2.  Chọn Part Spoiler.
    
3.  Chuyển qua các Part Sport hoặc Luxury.
    

Resulting Behavior:

*   Spoiler Sport &amp; Luxury bị cao hơn hẳn so với Basic
    

Expected Behavior:

*   Spoiler Sport &amp; Luxury cao bằng Basic.
    

System Info: iOS26.2, Iphone16 Plus.

https://drive.google.com/file/d/1YKTirYKlM1HvrTteYdcMzAbS53P4n1j8/view?usp=share\_link"
1794,Một số Part của xe Mercedes bị lỗi lưới và Material bị ám màu xám.,Bug,In specification,Nam Nguyen Ky,Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Car Customize Visual, chọn xe Mercedes.
    
2.  Kiểm tra các Part trong danh sách Resulting Behavior.
    

Resulting Behavior:

1.  FrontBumper: Sport, Luxury --&gt; Material bị ám màu xám, mặt lưới lọc gió của xe bị lỗi.
    
2.  RearBumper: Basic, Sport, Luxury --&gt; Material bị ám màu xám.
    
3.  Roof: Basic, Sport, Luxury --&gt; Material bị ám màu xám.
    
4.  SideBoard: Basic, Sport, Luxury --&gt; Material bị ám màu xám.
    
5.  Spoiler: Basic, Sport, Luxury --&gt; Material bị ám màu xám.
    

Expected Behavior:

*   Các Part liệt kê ở trên nhìn rõ ràng và chi tiết, không bị ám màu xám, nếu là vật liệu màu đen thì nên có chất lượng tương tự như Basic Front Bumper.
    

System Info: iOS26.2, Iphone16 Plus."
1795,"UI Car Customize Visual, xe Mercedes Part Front Bumper chưa thay Thumbnail, sai Text.",Bug,Tested,Son Nguyen Nam,Normal,"","",0.25,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Vào Car Customize Visual, chọn xe Mercedes.
    
2.  Check các Part Front Bumer
    

Resulting Behavior:

*   Các Part Front Bumper chưa có Thumbnails.
    
*   Part Basic viết sai chính tả (Bacsic)
    

Expected Behavior:

*   Các Part Front Bumper có Thumbnails.
    
*   Part Basic viết đúng chính tả.
    

System Info: iOS26.2, Iphone16 Plus."
1796,Lỗi Camera tiến tới quá sát xe trong lúc Drift và va chạm.,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,"User story #197:     Tôi muốn cảm giác Arcade nhưng vẫn có yếu tố va chạm,nhưng tôi không muốn xe lật ","Steps to Reproduce:

1.  Vào đua Track bất kỳ.
    
2.  Drift nhiều hoặc va chạm nhiều.
    
3.  Check Camera của xe.
    

Resulting Behavior:

*   Camera xe trong khoảng 50% số lần chơi sẽ tiến tới rất sát đuôi xe.
    

Expected Behavior:

*   Camera giữ khoảng cách lý tưởng ban đầu trong khi chơi, chỉ tiến sát tới đuôi xe trong các trường hợp được chỉ định.
    

System Info: iOS26.2, Iphone16 Plus."
1797,Indicator để vào chức năng Car Customize chưa tốt.,Bug,Specified,Phuoc Ho Duc,Normal,"","","",Phuoc Ho Duc,"","",Design Bug,"",VNRacing,Feature #340: Car Customize,"Steps to Reproduce:

1.  Vào Screen Car Customize
    
2.  Vào Screen Car Customize Visual hoặc Performance.
    

Resulting Behavior:

*   Indicator hiện phần Car Customize Visual trên màn hình có cảm giác bị lỗi.
    

Expected Behavior:

*   Indicator hiện phần Car Customize Visual trên màn hình đi theo xe chứ không phải tấm Texture hình chữ nhật màu xanh như hiện tại.
    

System Info: iOS26.2, Iphone16 Plus.

[https://drive.google.com/file/d/1dsI6xr1Vf\_w6JYh3Qq6BtLOhRhjiCRwG/view?usp=share\_link](https://drive.google.com/file/d/1dsI6xr1Vf_w6JYh3Qq6BtLOhRhjiCRwG/view?usp=share_link)

**\*\*SỬA GỘP CÙNG BUG 1800**"
1798,"Flow để vào thùng đồ Inventory chưa thuận tiện, cần tách riêng ra một khu vực",Bug,Specified,Phuoc Ho Duc,Normal,"","",102.0,Phuoc Ho Duc,"",W5-6,Design Bug,"",VNRacing,"User story #1993: (Inventory) Là Player, tôi muốn có khả năng theo dõi số lượng Item mà mình đang sở hữu cũng như sử dụng nhanh các Item đó ngay trong thùng đồ để tiện lợi hơn trong quá trình kiểm kê và ra quyết định In-Game. ","Steps to Reproduce:

1.  Sửa lại cách tiếp cận chức năng Car inventory
    
2.  <br>
    

Resulting Behavior:

*   Người chơi muốn xem Inventory phải vào User Profile --&gt; Inventory.
    

Expected Behavior:

*   Inventory có thể vào xem bằng một nút trên giao diện người chơi.
    

System Info: iOS26.2, Iphone16 Plus."
1799,Bánh xe VF8 quá nhỏ so với Body xe.,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,User story #1994: VF8_Car,"Steps to Reproduce:

1.  Chọn xe VF8.
    
2.  Check phần bánh xe.
    

Resulting Behavior:

*   Bánh xe VF8 quá nhỏ so với Body.
    

Expected Behavior:

*   Bánh xe VF8 có kích thước tương ứng với Body xe.
    

System Info: iOS26.2, Iphone16 Plus."
1800,"Car Customize Visual , chức năng mua sắm bằng giỏ hàng chưa thuận tiện.",Bug,Scheduled,Phuoc Ho Duc,Normal,"","",63.0,Phuoc Ho Duc,"",W5-6,Design Bug,"",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Chọn mua Part bất kỳ.
    
2.  Thêm vào giỏ hàng.
    
3.  Bấm vào giỏ hàng, Checkout.
    
4.  Hoặc thoát ra khỏi Car Customize Visual và không Checkout.
    
5.  Bấm Yes để Discard hết Item trong giỏ hàng.
    

Resulting Behavior:

*   Quy trình mua sắm lâu và phức tạp.
    

Expected Behavior:

*   Chọn cái nào thì mua cái đó luôn.
    

System Info: iOS26.2, Iphone16 Plus."
1801,Vị trí các chấm để Customize Part xe Mercedes chưa chính xác lên thân xe.,Bug,Tested,Tan  Phan Huynh,Normal,"","",2.0,Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Chọn xe Merc, vào Customize Visual.
    
2.  Check vị trí các chấm để Customize trên thân xe.
    

Resulting Behavior:

*   Vị trí các chấm quá xa so với vị trí thực tế của các Part Customize.
    

Expected Behavior:

*   Vị trí các chấm vừa đủ gần với vị trí thực tế của các Part Customize.
    

System Info: iOS26.2, Iphone16 Plus."
1802,"Chức năng xoay Camera bị lỗi khi mũi xe ở gần Camera, cả chức năng tự động xoay Camera và xoay Cam chủ động từ người chơi.",Bug,Tested,Tan  Phan Huynh,Normal,"","",8.0,Phuoc Ho Duc,"","","","",VNRacing,User story #341: Visual Customize,"Steps to Reproduce:

1.  Xoay Camera tới mũi xe.
    
2.  Thả cho Cam tự động di chuyển
    
3.  Hoặc cố tình xoay Camera để mũi xe hướng ra ngoài màn hình.
    

Resulting Behavior:

*   Camera bị giật lên hoặc xuống khi mũi xe hướng ra ngoài màn hình người chơi.
    

Expected Behavior:

*   Camera không bị giật lên hoặc xuống.
    

System Info: iOS26.2, Iphone16 Plus."
1803,Các Panel Skills hiển thị khi đua có khoảng cách không đúng với Design.,Bug,Specified,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #2039: (Skill) Là Player, tôi muốn khi thực hiện các Skill trong khi đua sẽ được thưởng bằng cách Refill thanh NOS để có động lực thực hiện các kỹ năng này nhiều hơn.","Steps to Reproduce:

1.  Vào Track đua bất kỳ.
    
2.  Kích hoạt 2 Skill hoặc nhiều Skills khác nhau.
    
3.  Check các Panel Skill.
    

Resulting Behavior:

*   Panel của Skill thứ hai nằm đè lên Skill đầu tiên. ( 2 Skill khác nhau)
    

Expected Behavior:

*   Các Panel Skill có khoảng cách chính xác như Design.
    

System Info: iOS26.2, Iphone16 Plus."
1804,Hiển thị Skill Pick chưa đúng khi Pick up nhiều bình NOS trên đường đua.,Bug,Developed,Son Nguyen Nam,Normal,"","",2.0,Phuoc Ho Duc,"",W5-6,"","",VNRacing,"User story #2039: (Skill) Là Player, tôi muốn khi thực hiện các Skill trong khi đua sẽ được thưởng bằng cách Refill thanh NOS để có động lực thực hiện các kỹ năng này nhiều hơn.","Steps to Reproduce:

1.  Vào Track đua bất kỳ.
    
2.  Lượm nhiều bình NOS trên đường đua.
    
3.  Check Panel Skill NOS
    

Resulting Behavior:

*   Panel Skill NOS không hiển thị đúng với Design khi Pick up nhiều Skill NOS.
    

Expected Behavior:

*   Panel Skill NOS hiển thị đúng với Design khi Pick up nhiều Skill NOS.
    

System Info: iOS26.2, Iphone16 Plus."
1805,Skill Hang Time chưa được tính điểm.,Bug,Tested,Tan  Phan Huynh,Normal,"","",4.0,Phuoc Ho Duc,"","",Feature & Functions Defects,"",VNRacing,"User story #2039: (Skill) Là Player, tôi muốn khi thực hiện các Skill trong khi đua sẽ được thưởng bằng cách Refill thanh NOS để có động lực thực hiện các kỹ năng này nhiều hơn.","Steps to Reproduce:

1.  Vào Track Test Ramp.
    
2.  Bay lên các Ramp.
    
3.  Track UI Skill Ramp.
    

Resulting Behavior:

*   Skill Ramp hiện lên nhưng chưa tính điểm thời gian trên không.
    

Expected Behavior:

*   Skill Ramp hiện lên và có tính điểm thời gian trên không.
    

System Info: iOS26.2, Iphone16 Plus."
1806,Sound FX khi va chạm với hàng rào và các nón cảnh báo trên đường quá lớn.,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","",Audio Bugs,"",VNRacing,"","Steps to Reproduce:

1.  Vào Track Sơn Trà Sprint.
    
2.  Trong khi đua tông vào các hàng rào và các nón màu cam đặt trên đường
    
3.  Nghe SFX
    

Resulting Behavior:

*   SFX hơi to so với mặt bằng chung.
    

Expected Behavior:

*   SFX được Balance vừa phải.
    

System Info: iOS26.2, Iphone16 Plus."
1807,Screen Race Result hiển thị sai số thứ tự khi về đích của người chơi.,Bug,Tested,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,Feature #338:     Tôi muốn có nhiều Race Mode chơi,"Steps to Reproduce:

1.  Vào cuộc đua bất kỳ. (Trừ các Tracks Time Attack)
    
2.  Về đích ở vị trí thứ 2 trở xuống.
    
3.  Check Screen Result.
    

Resulting Behavior:

*   Screen Result hiển thị vị trí của người chơi trên bảng tổng sắp và vị trí trên góc phải UI không giống nhau. (Khoảng 50% só lần đua)
    

Expected Behavior:

*   Screen Result hiển thị vị trí của người chơi trên bảng tổng sắp và vị trí trên góc phải UI đồng bộ và chính xác.
    

System Info: iOS26.2, Iphone16 Plus."
1808,Hiển thị vị trí khi đua trên đầu các tay đua máy không chính xác.,Bug,Developed,Son Nguyen Nam,Normal,"","",4.0,Phuoc Ho Duc,"","","","",VNRacing,"User story #218:     Tôi muốn trong khi đua,có phần infor của các player,có rank player - player title","Steps to Reproduce:

1.  Vào đua Track bất kỳ (Ngoại trừ các Track Time Attack)
    
2.  Cố gắng đạt vị trí thứ 2 trở xuống.
    
3.  Quan sát số chỉ vị trí trên đầu các tay đua máy ở trước và vị trí hiện tại của người chơi.
    

Resulting Behavior:

*   Số chỉ vị trí bị ngược so với thực tế (1 --&gt; 4, 3 --&gt; 2, v.v) (Khoảng 50% số lần chơi)
    

Expected Behavior:

*   Số chỉ vị trí chính xác như thực tế trong cuộc đua.
    

System Info: iOS26.2, Iphone16 Plus."
1809,Screen Track Selection bị lỗi hiển thị khi di chuyển từ bất kỳ Screen nào khác tới nó.,Bug,Specified,Son Nguyen Nam,Normal,"","",6.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,Feature #338:     Tôi muốn có nhiều Race Mode chơi,"Steps to Reproduce:

1.  Đã đua hết các Track của một Area.
    
2.  Từ Screen Race Result về lại Screen Track Selection của Area đã đua hết Track.
    
3.  Check chỗ ghi vị trí hoàn thành của các Track.
    

Resulting Behavior:

*   Vị trí hoàn thành của các Track không được chọn bị lỗi Text.
    

Expected Behavior:

*   Vị trí hoàn thành của các Track không được chọn không bị lỗi Text.
    

System Info: iOS26.2, Iphone16 Plus."
1810,Các Screen WorkInProgress chưa có Back ground.,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"","Steps to Reproduce:

1.  Vào các chức năng chưa được phát triển (Multiplayer, Daily Challenge).
    
2.  Check Screen WorkInProgress.
    

Resulting Behavior:

*   Screen WorkInProgress chưa có Back Ground
    

Expected Behavior:

*   Screen WorkInProgress có BackGround.
    

System Info: iOS26.2, Iphone16 Plus."
1811,"Screen Main, Camera đặt quá sát xe và quá thấp.",Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,"User story #1831: Là Player, Tôi muốn có tính năng Customize","Steps to Reproduce:

1.  Vào Screen Main.
    
2.  Check xe trên màn hình.
    

Resulting Behavior:

*   Camera đặt sát xe và ở vị trí thấp làm xe bị bóp méo phần Cabin lái và làm tổng quan xe không được đẹp.
    

Expected Behavior:

*   Camera đặt ở vị trí tốt hơn nếu bắt buộc phải cố định chiều dọc để xe bớt bị bóp máp.
    

System Info: iOS26.2, Iphone16 Plus."
1812,"Screen Car Selection & Car Customize, Camera ở quá sát xe làm xe đâm ra khỏi Screen và UI khi xoay.",Bug,In specification,Tan  Phan Huynh,Normal,"","","",Phuoc Ho Duc,"","","","",VNRacing,"User story #1831: Là Player, Tôi muốn có tính năng Customize","Steps to Reproduce:

1.  Vào Screen Car Selection hoặc Car Customize.
    
2.  Xoay Camera xung quanh xe.
    
3.  Check xe.
    

Resulting Behavior:

*   Camera ở quá sát xe làm xe đâm ra khỏi Screen và UI.
    

Expected Behavior:

*   Camera được điều chỉnh hợp lý như trước, giống trong Design.
    

System Info: iOS26.2, Iphone16 Plus."
1813,"Screen UserProfile, nút đổi tên và đổi Avatar đang khó bấm.",Bug,Tested,Son Nguyen Nam,Normal,"","",2.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Screen UserProfile.
    
2.  Bấm đổi tên hoặc đổi Avatar.
    

Resulting Behavior:

*   Nút bấm nhỏ, có cảm giác bị lệch về góc trên bên phải nên khó bấm.
    

Expected Behavior:

*   Nút bấm nhạy, dễ bấm.
    

System Info: iOS26.2, Iphone16 Plus."
1814,"Screen User Profile, chức năng đổi tên, khi bấm Random thì nút Confirm chưa đổi thành nút Check, nút Random nhỏ khó bấm.",Bug,In specification,Son Nguyen Nam,Normal,"","",2.0,Phuoc Ho Duc,"","",UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Chức năng đổi tên trong User Profile.
    
2.  Bấm nút Random.
    
3.  Check nút Confirm.
    

Resulting Behavior:

*   Nút Confirm giữ nguyên tình trạng, không tự đổi sang nút Check như trong Design.
    
*   Nút Random nhỏ khó bấm.
    

Expected Behavior:

*   Nút Confirm vẫn đổi sang nút Check khi người dùng bấm nút Random.
    
*   Nút Random có thể nhỏ nhưng vùng tương tác kích hoạt nên lớn hơn để dễ bấm.
    

System Info: iOS26.2, Iphone16 Plus."
1818,"Chức năng đổi tên và Avatar trong Profile khiến UI bị Lock ở Screen UserProfile, không thể bấm nút Back hoặc sử dụng thanh tác vụ để về Home.",Bug,Tested,Tan  Phan Huynh,Normal,"","",3.0,Phuoc Ho Duc,"",W5-6,UI/UX,"",VNRacing,"User story #206: (UserProfile) Là Player, tôi muốn được xem các thông tin tổng quan về quá trình chơi của tôi (Giờ chơi, số lượng Track đã Unlock, v.v) để tự bao quát được quá trình chơi Game này.","Steps to Reproduce:

1.  Vào Screen UserProfile, chọn chức năng đổi Avatar.
    
2.  Kích hoạt Panel chọn lựa Avatar để đổi.
    
3.  Đổi Avatar hoặc không đổi Avatar, bấm Confirm.
    
4.  Check UI
    

Resulting Behavior:

*   Không thể bấm Back hoặc sử dụng thanh tác vụ ở góc trên màn hình để chuyển qua Screen khác.
    

Expected Behavior:

*   Nút Back và các thanh tác vụ chỉ Lock khi người chơi còn ở trong Panel chọn Avatar, khi Confirm Avatar mới hoặc thoát khỏi Panel này thì trả lại chức năng như cũ.
    

System Info: iOS26.2, Iphone16 Plus."
1820,Lỗi A.I rơi khỏi Map trong khi đua ở Track NHS Circuit.,Bug,In specification,"",Normal,"","","",Phuoc Ho Duc,"","","Objects, Physics & Decors","",VNRacing,"","Steps to Reproduce:

1.  Vào đua Track NHS Circuit.
    
2.  Cố tình chạy sau A.I
    
3.  Đua tới đoạn bay xuống cầu thang trong hang.
    
4.  Check A.I
    

Resulting Behavior:

*   A.I bị rơi khỏi Map khi tiếp đất sau khi bay xuống cầu thang.
    

Expected Behavior:

*   A.I không bị rơi khỏi Map.
    

System Info: iOS26.2, Iphone16 Plus."
